Model_Rank,Mean_Validation_Score,Mean_Standard_Deviation,Parameters
1,0.902028992171424,0.03166052707073284,"{'C': 1, 'penalty': 'l2'}"
2,0.9016342755980642,0.0314024164093113,"{'C': 3, 'penalty': 'l2'}"
3,0.9015053857384266,0.030709824494890188,"{'C': 8, 'penalty': 'l2'}"
3,0.9015053857384266,0.030709824494890188,"{'C': 8, 'penalty': 'l2'}"
5,0.9014361815861776,0.030781284119289026,"{'C': 5, 'penalty': 'l2'}"
6,0.9013669774339285,0.03085319914166672,"{'C': 7, 'penalty': 'l2'}"
6,0.9013669774339285,0.03085319914166672,"{'C': 7, 'penalty': 'l2'}"
6,0.9013669774339285,0.03085319914166672,"{'C': 7, 'penalty': 'l2'}"
6,0.9013669774339285,0.03085319914166672,"{'C': 7, 'penalty': 'l2'}"
6,0.9013669774339285,0.03085319914166672,"{'C': 7, 'penalty': 'l2'}"
6,0.9013669774339285,0.03085319914166672,"{'C': 7, 'penalty': 'l2'}"
