Model_Rank,Mean_Validation_Score,Mean_Standard_Deviation,Parameters
1,0.8593819448436009,0.044660310583428973,{'n_estimators': 420}
2,0.8575357688903195,0.03903975642588879,{'n_estimators': 853}
3,0.8565548172757473,0.04694119654738825,{'n_estimators': 186}
4,0.8560190828725471,0.04540362220023313,{'n_estimators': 669}
5,0.8558634999827565,0.04279708352061618,{'n_estimators': 715}
6,0.8554675533688165,0.03995004402540823,{'n_estimators': 723}
7,0.8551242685856832,0.04479590564181581,{'n_estimators': 190}
8,0.855109600064376,0.04431245528823024,{'n_estimators': 456}
9,0.8547072043591719,0.04201839830218272,{'n_estimators': 937}
10,0.8540955982940371,0.04253188065842653,{'n_estimators': 583}
