Model_Rank,Mean_Validation_Score,Mean_Standard_Deviation,Parameters
1,0.8973439630298083,0.036284612363461526,"{'C': 1, 'penalty': 'l2'}"
2,0.8968982744944762,0.03410571602937868,"{'C': 3, 'penalty': 'l2'}"
3,0.896826725218131,0.03422409695985968,"{'C': 5, 'penalty': 'l2'}"
4,0.8967606708894227,0.034149561757737396,"{'C': 4, 'penalty': 'l2'}"
5,0.8963521824598513,0.03411023340792796,"{'C': 7, 'penalty': 'l2'}"
5,0.8963521824598513,0.03411023340792796,"{'C': 7, 'penalty': 'l2'}"
5,0.8963521824598513,0.03411023340792796,"{'C': 7, 'penalty': 'l2'}"
5,0.8963521824598513,0.03411023340792796,"{'C': 7, 'penalty': 'l2'}"
5,0.8963521824598513,0.03411023340792796,"{'C': 7, 'penalty': 'l2'}"
5,0.8963521824598513,0.03411023340792796,"{'C': 7, 'penalty': 'l2'}"
