Model_Rank,Mean_Validation_Score,Mean_Standard_Deviation,Parameters
1,0.902779983676097,0.026130596271553615,"{'C': 1, 'penalty': 'l2'}"
2,0.9026390922990263,0.0264481009125786,"{'C': 5, 'penalty': 'l2'}"
3,0.9025054432169585,0.02609535786255785,"{'C': 4, 'penalty': 'l2'}"
4,0.902440193587695,0.025861537308591937,"{'C': 8, 'penalty': 'l2'}"
4,0.902440193587695,0.025861537308591937,"{'C': 8, 'penalty': 'l2'}"
6,0.9024393888882501,0.025877978286405978,"{'C': 7, 'penalty': 'l2'}"
6,0.9024393888882501,0.025877978286405978,"{'C': 7, 'penalty': 'l2'}"
6,0.9024393888882501,0.025877978286405978,"{'C': 7, 'penalty': 'l2'}"
6,0.9024393888882501,0.025877978286405978,"{'C': 7, 'penalty': 'l2'}"
6,0.9024393888882501,0.025877978286405978,"{'C': 7, 'penalty': 'l2'}"
6,0.9024393888882501,0.025877978286405978,"{'C': 7, 'penalty': 'l2'}"
