Model_Rank,Mean_Validation_Score,Mean_Standard_Deviation,Parameters
1,0.8717544747036984,0.027578644521908707,{'n_estimators': 904}
2,0.8700372001057606,0.024432968923580767,{'n_estimators': 420}
3,0.8699444757383118,0.027906653284691597,{'n_estimators': 853}
4,0.8688400602375012,0.02843421468786045,{'n_estimators': 723}
5,0.8683459747784203,0.02307088763608073,{'n_estimators': 391}
6,0.8681799997700859,0.02081540359448262,{'n_estimators': 218}
7,0.8680835048109531,0.027436372176925204,{'n_estimators': 927}
8,0.8677618779385898,0.024654517950870977,{'n_estimators': 937}
9,0.8674267321155549,0.02766957651570968,{'n_estimators': 257}
10,0.867157640621228,0.024944950979954715,{'n_estimators': 456}
