Model_Rank,Mean_Validation_Score,Mean_Standard_Deviation,Parameters
1,0.9073678051247859,0.021100244328629194,"{'C': 1, 'penalty': 'l2'}"
2,0.9069659842048996,0.020187321022715112,"{'C': 3, 'penalty': 'l2'}"
3,0.9066247226660842,0.020032847076857974,"{'C': 4, 'penalty': 'l2'}"
4,0.9063510558806286,0.019639352299140773,"{'C': 8, 'penalty': 'l2'}"
4,0.9063510558806286,0.019639352299140773,"{'C': 8, 'penalty': 'l2'}"
6,0.9063498833185806,0.01981517121558881,"{'C': 7, 'penalty': 'l2'}"
6,0.9063498833185806,0.01981517121558881,"{'C': 7, 'penalty': 'l2'}"
6,0.9063498833185806,0.01981517121558881,"{'C': 7, 'penalty': 'l2'}"
6,0.9063498833185806,0.01981517121558881,"{'C': 7, 'penalty': 'l2'}"
6,0.9063498833185806,0.01981517121558881,"{'C': 7, 'penalty': 'l2'}"
6,0.9063498833185806,0.01981517121558881,"{'C': 7, 'penalty': 'l2'}"
