Model_Rank,Mean_Validation_Score,Mean_Standard_Deviation,Parameters
1,0.8947801331202795,0.027417314107117677,"{'C': 8, 'kernel': 'rbf'}"
2,0.8947113313177528,0.02739745238606262,"{'C': 3, 'kernel': 'rbf'}"
2,0.8947113313177528,0.02739745238606262,"{'C': 6, 'kernel': 'rbf'}"
4,0.8732042901976111,0.02959796237595343,"{'C': 1, 'kernel': 'sigmoid'}"
5,0.8629901941624804,0.029252725682964893,"{'C': 5, 'kernel': 'sigmoid'}"
6,0.8578124820379589,0.026976100717050002,"{'C': 7, 'kernel': 'sigmoid'}"
6,0.8578124820379589,0.026976100717050002,"{'C': 7, 'kernel': 'sigmoid'}"
8,0.840013162583775,0.041602028887857675,"{'C': 8, 'kernel': 'linear'}"
9,0.8400125763027511,0.041647401768186605,"{'C': 7, 'kernel': 'linear'}"
9,0.8400125763027511,0.041647401768186605,"{'C': 3, 'kernel': 'linear'}"
9,0.8400125763027511,0.041647401768186605,"{'C': 5, 'kernel': 'linear'}"
9,0.8400125763027511,0.041647401768186605,"{'C': 2, 'kernel': 'linear'}"
9,0.8400125763027511,0.041647401768186605,"{'C': 7, 'kernel': 'linear'}"
