Model_Rank,Mean_Validation_Score,Mean_Standard_Deviation,Parameters
1,0.9104279851475473,0.017609958087271692,"{'C': 4, 'penalty': 'l2'}"
2,0.9104102587683499,0.018970688293074568,"{'C': 1, 'penalty': 'l2'}"
3,0.9102875995815563,0.01778604254399352,"{'C': 7, 'penalty': 'l2'}"
3,0.9102875995815563,0.01778604254399352,"{'C': 7, 'penalty': 'l2'}"
3,0.9102875995815563,0.01778604254399352,"{'C': 7, 'penalty': 'l2'}"
3,0.9102875995815563,0.01778604254399352,"{'C': 7, 'penalty': 'l2'}"
3,0.9102875995815563,0.01778604254399352,"{'C': 7, 'penalty': 'l2'}"
3,0.9102875995815563,0.01778604254399352,"{'C': 7, 'penalty': 'l2'}"
9,0.9102867948821116,0.017716499278639112,"{'C': 8, 'penalty': 'l2'}"
9,0.9102867948821116,0.017716499278639112,"{'C': 8, 'penalty': 'l2'}"
