Model_Rank,Mean_Validation_Score,Mean_Standard_Deviation,Parameters
1,0.894458816631988,0.026123147956750338,{'n_estimators': 715}
2,0.8929458552230741,0.030025905309321543,{'n_estimators': 611}
3,0.8927071813677591,0.028309501617529015,{'n_estimators': 723}
4,0.8924330087712239,0.02775703504289726,{'n_estimators': 114}
5,0.8915445056271484,0.03011945398456686,{'n_estimators': 420}
6,0.8911914954764395,0.027175342279664377,{'n_estimators': 725}
7,0.8909813079814688,0.031537843998452414,{'n_estimators': 667}
8,0.890871121636069,0.028627652710564923,{'n_estimators': 904}
9,0.8907669820322109,0.03330618725625866,{'n_estimators': 551}
10,0.8904794859120118,0.029835597525866165,{'n_estimators': 927}
