Model_Rank,Mean_Validation_Score,Mean_Standard_Deviation,Parameters
1,0.8785605076503925,0.014444567297560098,{'n_estimators': 420}
2,0.8774772672406856,0.015517160339169084,{'n_estimators': 222}
3,0.8773548149766063,0.018444751912917282,{'n_estimators': 114}
4,0.8768254147076068,0.018957630320179587,{'n_estimators': 456}
5,0.8760500523054638,0.014070368377210225,{'n_estimators': 391}
6,0.8759314855901321,0.01740620225294493,{'n_estimators': 551}
7,0.8758754555173642,0.01776018856129618,{'n_estimators': 583}
8,0.8748714435158469,0.02099861906731517,{'n_estimators': 113}
9,0.8741616756141581,0.021622492472890244,{'n_estimators': 96}
10,0.874000873673683,0.01720273160227499,{'n_estimators': 611}
