feature_name,page_rank
ENSG00000116667,0.008678606286520488
ENSG00000089159,0.008638534625628188
ENSG00000179361,0.00821594599047147
ENSG00000115816,0.007995563268326155
ENSG00000107625,0.0077184269691264705
ENSG00000198792,0.007519827029961698
ENSG00000179021,0.007433610365391632
ENSG00000126261,0.0072108341977328025
ENSG00000141446,0.007033671853516542
ENSG00000139722,0.006586717879483121
ENSG00000067334,0.006545543954434444
ENSG00000170871,0.006532883305141564
ENSG00000111596,0.006478950214469152
ENSG00000172795,0.00647661898721517
ENSG00000106591,0.00636523483827136
ENSG00000104853,0.006303953899361249
ENSG00000140006,0.006294839917522656
ENSG00000172086,0.006191308886573773
ENSG00000197324,0.006151272407825515
ENSG00000196588,0.006140516971044938
ENSG00000125870,0.006026638966083567
ENSG00000225828,0.005964085007694743
ENSG00000062194,0.005957666843296655
ENSG00000112200,0.005930786224661667
ENSG00000122008,0.005717807297307535
ENSG00000116161,0.005648688647720753
ENSG00000167566,0.005639735145862884
ENSG00000108349,0.0055486206974399745
ENSG00000141526,0.0053708552485828235
ENSG00000105708,0.005364008816226355
ENSG00000171806,0.005154658323420913
ENSG00000214367,0.005145067580442898
ENSG00000164609,0.005098852813084704
ENSG00000147604,0.005052091405785087
ENSG00000197050,0.005050125837316086
ENSG00000119616,0.005039009642577228
ENSG00000124782,0.005021612443269461
ENSG00000171202,0.004971001617363655
ENSG00000089289,0.004959084554014972
ENSG00000165813,0.0049271418880255154
ENSG00000132330,0.004878613981251872
ENSG00000106443,0.0048235584601547185
ENSG00000175115,0.004822609380024808
ENSG00000117569,0.004795591528033917
ENSG00000050130,0.004785477483086158
ENSG00000072609,0.004768751388720397
ENSG00000174606,0.004759833594554263
ENSG00000099804,0.004732775929275098
ENSG00000136937,0.004669118940244528
ENSG00000089048,0.004608502741913903
ENSG00000001629,0.004581049503163195
ENSG00000108055,0.004354316700263987
ENSG00000101336,0.004326986766666674
ENSG00000087274,0.004317565427849393
ENSG00000136560,0.004233193084434754
ENSG00000120265,0.004220840907542429
ENSG00000174165,0.004215448105758929
ENSG00000185716,0.0041048093537943515
ENSG00000204248,0.004022380418846106
ENSG00000173281,0.004012512419167663
ENSG00000087470,0.003996323257036605
ENSG00000116209,0.003983854215929271
ENSG00000162889,0.003958663416083746
ENSG00000112335,0.00394645957631274
ENSG00000137809,0.003914274864575389
ENSG00000260230,0.003914274864575389
ENSG00000138386,0.0039101198992923
ENSG00000152133,0.00390870305312427
ENSG00000143622,0.0038979452846452864
ENSG00000134900,0.003893690381809659
ENSG00000086061,0.003877788021643346
ENSG00000144406,0.0038721451641946774
ENSG00000106852,0.0038667343319762734
ENSG00000118046,0.003862639472601981
ENSG00000137441,0.0038578873451801656
ENSG00000259417,0.003854122495790317
ENSG00000120457,0.0038541224957903165
ENSG00000185238,0.003850674874729062
ENSG00000171928,0.003850523301434622
ENSG00000118596,0.003841214378625351
ENSG00000196277,0.0038278425873361126
ENSG00000113578,0.0038278425873361126
ENSG00000056487,0.003819608608092639
ENSG00000112379,0.0038099997559464314
ENSG00000157060,0.003809999755946431
ENSG00000053900,0.0037938055909706543
ENSG00000135164,0.0037930859242538448
ENSG00000196576,0.003771695317097204
ENSG00000169696,0.0037716073965486843
ENSG00000204544,0.003767696837597527
ENSG00000188655,0.003767696837597527
ENSG00000134042,0.003765698843612503
ENSG00000137948,0.0037628812171857356
ENSG00000145506,0.0037624665048706595
ENSG00000197177,0.0037624665048706595
ENSG00000167749,0.0037498562659045963
ENSG00000048028,0.003740735355518452
ENSG00000121851,0.0037268239607173414
ENSG00000125037,0.0037248313511139995
ENSG00000048540,0.003724081049664522
ENSG00000182447,0.0037240810496645214
ENSG00000248329,0.0037055568484807974
ENSG00000183864,0.0036949419870458237
ENSG00000105792,0.0036749642817471644
ENSG00000166819,0.0036717357642548176
ENSG00000106689,0.0036697382954195374
ENSG00000142910,0.0036697382954195374
ENSG00000143409,0.0036693531440777456
ENSG00000149968,0.0036584400142658153
ENSG00000187642,0.0036567167675970714
ENSG00000043355,0.0036567167675970714
ENSG00000182704,0.0036552085251070426
ENSG00000138767,0.003653047184495566
ENSG00000181788,0.0036420394998333497
ENSG00000072041,0.0036411103880883196
ENSG00000105550,0.0036411103880883196
ENSG00000204740,0.0036411103880883196
ENSG00000109686,0.003610908850924479
ENSG00000178597,0.0036096003861396577
ENSG00000204481,0.0036096003861396577
ENSG00000187094,0.0036096003861396577
ENSG00000204583,0.0036096003861396577
ENSG00000175785,0.0036096003861396573
ENSG00000138131,0.0036096003861396573
ENSG00000052850,0.0036096003861396573
ENSG00000156076,0.0036096003861396573
ENSG00000174748,0.003604685093679178
ENSG00000189001,0.0036004535072235886
ENSG00000180739,0.0035958858956795406
ENSG00000204323,0.0035927775316031605
ENSG00000126945,0.0035731774369675844
ENSG00000160349,0.003568371286896447
ENSG00000131668,0.0035683712868964466
ENSG00000155249,0.0035672942897921806
ENSG00000232040,0.0035672942897921806
ENSG00000135424,0.003550924056269907
ENSG00000106853,0.00353336431463274
ENSG00000163132,0.003527637372805958
ENSG00000143376,0.003526740080702498
ENSG00000154380,0.0035258802764748316
ENSG00000150779,0.0035254305081098775
ENSG00000187545,0.0035247558013813346
ENSG00000232237,0.0035247558013813346
ENSG00000159387,0.003487305051817058
ENSG00000070886,0.003487305051817058
ENSG00000140478,0.0034801298902613366
ENSG00000040731,0.003458022143634161
ENSG00000168928,0.003447194863039944
ENSG00000169900,0.0034128107107181684
ENSG00000213218,0.0034124082049269045
ENSG00000124900,0.0034109012808871556
ENSG00000223614,0.003405366442216923
ENSG00000188760,0.0034025889982521097
ENSG00000163206,0.0033993827824609956
ENSG00000047188,0.003392854819701186
ENSG00000137843,0.003378828789145028
ENSG00000172000,0.003371078551849168
ENSG00000073861,0.0033333333333333335
ENSG00000094916,0.0033333333333333335
ENSG00000204149,0.0033333333333333335
ENSG00000180644,0.0033333333333333335
ENSG00000163960,0.0033333333333333335
ENSG00000047648,0.0033333333333333335
ENSG00000065534,0.0033333333333333335
ENSG00000139697,0.0033333333333333335
ENSG00000254004,0.0033312390960041076
ENSG00000175718,0.00331956304572743
ENSG00000137947,0.0033007497451655026
ENSG00000221910,0.0032773862844174065
ENSG00000128708,0.003253462533798274
ENSG00000077549,0.0032520025837685386
ENSG00000090674,0.0032316493561235743
ENSG00000113649,0.0032080552091970547
ENSG00000236543,0.003200132617108386
ENSG00000152484,0.0031990277812454816
ENSG00000188895,0.003172868927227428
ENSG00000140548,0.0031719763245009946
ENSG00000165215,0.0031646417595479837
ENSG00000171951,0.0031558436285921273
ENSG00000163959,0.0031263322153101845
ENSG00000132471,0.003060183051443515
ENSG00000182831,0.0030451996932300686
ENSG00000143947,0.0030438184446759473
ENSG00000176623,0.0030297132703451255
ENSG00000080824,0.0029872322946192043
ENSG00000163060,0.0029607102110422554
ENSG00000108424,0.002946969338595348
ENSG00000163660,0.0029425667962160286
ENSG00000196666,0.002918755748621899
ENSG00000145860,0.0029177835275143844
ENSG00000266094,0.002915391421185413
ENSG00000178567,0.002894333855672102
ENSG00000119471,0.0028871053017703696
ENSG00000175137,0.0028672857767040854
ENSG00000168071,0.002854446664811322
ENSG00000133275,0.002854446664811322
ENSG00000061987,0.0028028680338739783
ENSG00000102241,0.002785948672680657
ENSG00000138018,0.0027830587128562173
