Algorithm,AUC_Percent,Accuracy_Percent,Balanced_Accuracy_Percent,Log_Loss,Sensitivity,Specificity,PPV,NPV,Runtime_Seconds
LogisticRegression,84.82629693098612,83.33333333333334,75.77504284156412,0.5899660906957085,0.9236641221374046,0.5918367346938775,0.8581560283687943,0.7435897435897436,0.10008668899536133
RandomForestClassifier,73.78096276678609,73.88888888888889,52.67954510048294,0.5285930314323041,0.9923664122137404,0.061224489795918366,0.7386363636363636,0.75,0.9571871757507324
AdaBoostClassifier,87.27216077270603,79.44444444444444,72.46455834242094,0.6343938318397071,0.8778625954198473,0.5714285714285714,0.8455882352941176,0.6363636363636364,2.219181537628174
GradientBoostingClassifier,88.36267331360025,83.33333333333334,76.41377161551644,0.38764550784016144,0.916030534351145,0.6122448979591837,0.8633093525179856,0.7317073170731707,9.288459062576294
SGDClassifier,64.03645427636704,78.33333333333333,64.03645427636704,7.4834015522306485,0.9541984732824428,0.32653061224489793,0.7911392405063291,0.7272727272727273,0.06407332420349121
SVC,86.04143947655398,75.0,54.72036142701355,0.4140486173770583,0.9923664122137404,0.10204081632653061,0.7471264367816092,0.8333333333333334,0.6035146713256836
MLPClassifier,78.23648543386821,76.11111111111111,70.17448200654309,0.6007516471772942,0.8320610687022901,0.5714285714285714,0.8384615384615385,0.56,0.9188017845153809
KNeighborsClassifier,56.286025860725964,72.22222222222221,50.895778158591675,3.445338164149435,0.9770992366412213,0.04081632653061224,0.7314285714285714,0.4,0.09993910789489746
LinearDiscriminantAnalysis,74.29506153606481,77.22222222222223,71.57656955912135,1.6383656322048656,0.8396946564885496,0.5918367346938775,0.8461538461538461,0.58,0.2628781795501709
QuadraticDiscriminantAnalysis,52.4770213428883,55.00000000000001,52.4770213428883,15.542449377709808,0.5801526717557252,0.46938775510204084,0.7450980392156863,0.2948717948717949,0.17728948593139648
BaggingClassifier,87.46689515500856,81.66666666666667,76.54619099548216,0.7176818069178169,0.8778625954198473,0.6530612244897959,0.8712121212121212,0.6666666666666666,1.552649974822998
XGBClassifier,87.87973204548996,82.77777777777777,75.39336345225112,0.4380356008817519,0.916030534351145,0.5918367346938775,0.8571428571428571,0.725,0.6494863033294678
