Algorithm,AUC_Percent,Accuracy_Percent,Balanced_Accuracy_Percent,Log_Loss,Sensitivity,Specificity,PPV,NPV,Runtime_Seconds
LogisticRegression,83.2372643713974,79.44444444444444,64.16108428104066,0.574302683609349,0.9770992366412213,0.30612244897959184,0.7901234567901234,0.8333333333333334,0.13191628456115723
RandomForestClassifier,68.25829568468609,72.22222222222221,49.61832061068702,0.5631064289419287,0.9923664122137404,0.0,0.7262569832402235,0.0,1.6445190906524658
AdaBoostClassifier,84.54587942047047,81.11111111111111,72.3321389624552,0.6361836494920313,0.916030534351145,0.5306122448979592,0.8391608391608392,0.7027027027027027,7.318037271499634
GradientBoostingClassifier,85.60523446019629,79.44444444444444,67.99345692475464,0.4448473644581371,0.9312977099236641,0.42857142857142855,0.8133333333333334,0.7,31.539466619491577
SGDClassifier,70.44711014176663,70.0,70.44711014176663,10.361632918473205,0.6946564885496184,0.7142857142857143,0.8666666666666667,0.4666666666666667,0.11552023887634277
SVC,87.97320454899517,72.77777777777777,50.0,0.38583735020675997,1.0,0.0,0.7277777777777777,,1.8991687297821045
MLPClassifier,75.8373578439009,74.44444444444444,67.11325751674715,0.5344577615679565,0.8320610687022901,0.5102040816326531,0.8195488721804511,0.5319148936170213,1.158154010772705
KNeighborsClassifier,53.20143324505375,72.77777777777777,50.0,7.415253064362906,1.0,0.0,0.7277777777777777,,0.13950395584106445
LinearDiscriminantAnalysis,49.32232434958716,66.66666666666666,52.18881445708055,0.8465496024555885,0.8396946564885496,0.20408163265306123,0.738255033557047,0.3225806451612903,0.48356008529663086
QuadraticDiscriminantAnalysis,50.84125253154698,46.111111111111114,50.841252531546964,18.612562835035202,0.40458015267175573,0.6122448979591837,0.7361111111111112,0.2777777777777778,0.35976648330688477
BaggingClassifier,81.32107804954042,78.33333333333333,72.97865711169965,0.9646116040024636,0.8473282442748091,0.6122448979591837,0.8538461538461538,0.6,4.3813557624816895
XGBClassifier,87.06963701511138,81.66666666666667,72.71381835176818,0.464562147111024,0.9236641221374046,0.5306122448979592,0.8402777777777778,0.7222222222222222,2.1902835369110107
