Algorithm,AUC_Percent,Accuracy_Percent,Balanced_Accuracy_Percent,Log_Loss,Sensitivity,Specificity,PPV,NPV,Runtime_Seconds
LogisticRegression,82.08443682816639,76.11111111111111,70.81321078049541,0.7247161395153568,0.8244274809160306,0.5918367346938775,0.84375,0.5576923076923077,0.056018829345703125
RandomForestClassifier,84.49914316871786,76.66666666666667,59.05904346471414,0.46576668409230776,0.9770992366412213,0.20408163265306123,0.7664670658682635,0.7692307692307693,0.5080938339233398
AdaBoostClassifier,90.10749337903101,83.88888888888889,76.7954510048294,0.636936998722998,0.9236641221374046,0.6122448979591837,0.8642857142857143,0.75,0.4390993118286133
GradientBoostingClassifier,88.33151581243185,82.22222222222221,74.37295528898582,0.365621687310184,0.916030534351145,0.5714285714285714,0.851063829787234,0.717948717948718,1.405677080154419
SGDClassifier,69.15407384327776,75.55555555555556,69.15407384327776,8.442812007644834,0.8320610687022901,0.5510204081632653,0.8320610687022901,0.5510204081632653,0.024803876876831055
SVC,84.40567066521267,77.77777777777779,64.29350366100638,0.4237247112533857,0.9389312977099237,0.3469387755102041,0.7935483870967742,0.68,0.21112346649169922
MLPClassifier,82.2558030845926,76.66666666666667,71.83361894376071,0.6488189221406053,0.8244274809160306,0.6122448979591837,0.8503937007874016,0.5660377358490566,1.015157699584961
KNeighborsClassifier,56.800124630004674,70.55555555555556,52.94438386041439,2.2031489437948277,0.916030534351145,0.14285714285714285,0.7407407407407407,0.3888888888888889,0.057320594787597656
LinearDiscriminantAnalysis,83.28400062315,75.55555555555556,72.98644648699174,0.7134388749786447,0.7862595419847328,0.673469387755102,0.865546218487395,0.5409836065573771,0.15316247940063477
QuadraticDiscriminantAnalysis,50.0,72.77777777777777,50.0,9.402222463059019,1.0,0.0,0.7277777777777777,,0.07844948768615723
BaggingClassifier,84.2265150334943,80.0,72.84623773173391,0.9345380942227701,0.8854961832061069,0.5714285714285714,0.8467153284671532,0.6511627906976745,0.28568506240844727
XGBClassifier,86.38417198940645,81.66666666666667,77.18491976943449,0.47200376436501557,0.8702290076335878,0.673469387755102,0.8769230769230769,0.66,0.16724157333374023
