Algorithm,AUC_Percent,Accuracy_Percent,Balanced_Accuracy_Percent,Log_Loss,Sensitivity,Specificity,PPV,NPV,Runtime_Seconds
LogisticRegression,84.7328244274809,79.44444444444444,67.99345692475464,0.5568298493713543,0.9312977099236641,0.42857142857142855,0.8133333333333334,0.7,0.1764833927154541
RandomForestClassifier,75.58030845926156,73.88888888888889,52.04081632653062,0.5348614191483673,1.0,0.04081632653061224,0.7359550561797753,1.0,1.8199772834777832
AdaBoostClassifier,84.37451316404425,78.33333333333333,71.06247078984265,0.6407114418490024,0.8702290076335878,0.5510204081632653,0.8382352941176471,0.6136363636363636,9.02230978012085
GradientBoostingClassifier,86.97616451160619,81.66666666666667,70.15890325595888,0.4285701236827094,0.9541984732824428,0.4489795918367347,0.8223684210526315,0.7857142857142857,39.26755619049072
SGDClassifier,76.06324972737187,71.66666666666667,76.06324972737187,9.785986645224693,0.6641221374045801,0.8571428571428571,0.925531914893617,0.4883720930232558,0.15135526657104492
SVC,85.6208132107805,72.77777777777777,50.0,0.4185699528061765,1.0,0.0,0.7277777777777777,,2.302006244659424
MLPClassifier,79.34257672534663,68.88888888888889,72.23866645894998,0.7062953192895861,0.648854961832061,0.7959183673469388,0.8947368421052632,0.4588235294117647,1.2920873165130615
KNeighborsClassifier,57.16622526873345,73.33333333333333,51.02040816326531,5.7754641663141655,1.0,0.02040816326530612,0.7318435754189944,1.0,0.1769425868988037
LinearDiscriminantAnalysis,69.51238510671445,73.88888888888889,57.789375292101575,0.549210347740619,0.9312977099236641,0.22448979591836735,0.7625,0.55,0.6452460289001465
QuadraticDiscriminantAnalysis,50.467362517526105,42.77777777777778,50.46736251752609,19.763855381532224,0.33587786259541985,0.673469387755102,0.7333333333333333,0.275,0.44933319091796875
BaggingClassifier,83.91494002181025,80.55555555555556,75.7828322168562,0.7701001304141234,0.8625954198473282,0.6530612244897959,0.8692307692307693,0.64,5.700695514678955
XGBClassifier,87.39679077737965,79.44444444444444,69.90964324661162,0.4495732221551912,0.9083969465648855,0.4897959183673469,0.8263888888888888,0.6666666666666666,2.402146339416504
