Algorithm,AUC_Percent,Accuracy_Percent,Balanced_Accuracy_Percent,Log_Loss,Sensitivity,Specificity,PPV,NPV,Runtime_Seconds
LogisticRegression,88.31593706184763,83.88888888888889,79.98909487459106,0.3925240431178601,0.8854961832061069,0.7142857142857143,0.8923076923076924,0.7,0.046315908432006836
RandomForestClassifier,86.08817572830661,77.77777777777779,66.20968998286337,0.4203140263287573,0.916030534351145,0.40816326530612246,0.8053691275167785,0.6451612903225806,0.3701629638671875
AdaBoostClassifier,82.89453185854494,79.44444444444444,71.18710079451628,0.6519961629430184,0.8931297709923665,0.5306122448979592,0.8357142857142857,0.65,0.21810126304626465
GradientBoostingClassifier,87.52142078205328,80.0,73.48496650568624,0.39909538027615904,0.8778625954198473,0.5918367346938775,0.8518518518518519,0.6444444444444445,0.45194053649902344
SGDClassifier,71.70898893908708,79.44444444444444,71.8258295684686,7.101450154617217,0.8854961832061069,0.5510204081632653,0.8405797101449275,0.6428571428571429,0.01507568359375
SVC,86.80479825517992,78.88888888888889,69.52796385729864,0.392668503469872,0.9007633587786259,0.4897959183673469,0.8251748251748252,0.6486486486486487,0.0902702808380127
MLPClassifier,86.50880199408006,81.11111111111111,74.2483252843122,0.4724950434809129,0.8931297709923665,0.5918367346938775,0.8540145985401459,0.6744186046511628,0.7980115413665771
KNeighborsClassifier,65.89811497117931,73.88888888888889,59.066832840006235,1.9772055416088148,0.916030534351145,0.2653061224489796,0.7692307692307693,0.5416666666666666,0.05009174346923828
LinearDiscriminantAnalysis,87.6772082878953,81.66666666666667,78.46237731733915,0.40712474191319437,0.8549618320610687,0.7142857142857143,0.8888888888888888,0.6481481481481481,0.04566526412963867
QuadraticDiscriminantAnalysis,78.45458794204706,73.88888888888889,62.89920548372021,1.0777022722044456,0.8702290076335878,0.3877551020408163,0.7916666666666666,0.5277777777777778,0.04749751091003418
BaggingClassifier,81.1964480448668,77.22222222222223,69.66038323726438,0.7881052715949355,0.8625954198473282,0.5306122448979592,0.8308823529411765,0.5909090909090909,0.13420724868774414
XGBClassifier,85.97912447421717,82.77777777777777,76.67082100015578,0.5311350803884731,0.9007633587786259,0.6326530612244898,0.8676470588235294,0.7045454545454546,0.09564018249511719
