Algorithm,AUC_Percent,Accuracy_Percent,Balanced_Accuracy_Percent,Log_Loss,Sensitivity,Specificity,PPV,NPV,Runtime_Seconds
LogisticRegression,87.06963701511138,80.55555555555556,72.58918834709456,0.398124441270577,0.9007633587786259,0.5510204081632653,0.8428571428571429,0.675,0.05062675476074219
RandomForestClassifier,85.76881134133042,80.55555555555556,71.95045957314224,0.41264538147908014,0.9083969465648855,0.5306122448979592,0.8380281690140845,0.6842105263157895,0.29102349281311035
AdaBoostClassifier,85.73765384016203,78.33333333333333,72.33992833774732,0.6587996085101003,0.8549618320610687,0.5918367346938775,0.8484848484848485,0.6041666666666666,0.17231345176696777
GradientBoostingClassifier,85.23134444617541,77.77777777777779,70.04206262657735,0.4224524330241413,0.8702290076335878,0.5306122448979592,0.8321167883211679,0.6046511627906976,0.23053741455078125
SGDClassifier,68.14924443059667,75.55555555555556,66.59915874746845,7.894029449169229,0.8625954198473282,0.46938775510204084,0.8129496402877698,0.5609756097560976,0.015129566192626953
SVC,83.67346938775509,77.22222222222223,69.02165446331205,0.43712261567487537,0.8702290076335878,0.5102040816326531,0.8260869565217391,0.5952380952380952,0.07718873023986816
MLPClassifier,84.18756815703381,79.44444444444444,73.74201589032559,0.47692223817852614,0.8625954198473282,0.6122448979591837,0.8560606060606061,0.625,0.7248849868774414
KNeighborsClassifier,75.16747156878019,74.44444444444444,60.72596977722387,1.197312599211589,0.9083969465648855,0.30612244897959184,0.7777777777777778,0.5555555555555556,0.055423736572265625
LinearDiscriminantAnalysis,86.6334319987537,80.55555555555556,73.86664589499922,0.3970777552836101,0.8854961832061069,0.5918367346938775,0.8529411764705882,0.6590909090909091,0.04227089881896973
QuadraticDiscriminantAnalysis,86.41532949057486,82.22222222222221,78.84405670665214,0.5320895413224481,0.8625954198473282,0.7142857142857143,0.889763779527559,0.660377358490566,0.017598390579223633
BaggingClassifier,82.87895310796073,77.77777777777779,71.95824894843433,0.9347409553965275,0.8473282442748091,0.5918367346938775,0.8473282442748091,0.5918367346938775,0.057910919189453125
XGBClassifier,84.28104066053903,80.55555555555556,73.86664589499922,0.5495094309367333,0.8854961832061069,0.5918367346938775,0.8529411764705882,0.6590909090909091,0.08684659004211426
