Algorithm,AUC_Percent,Accuracy_Percent,Balanced_Accuracy_Percent,Log_Loss,Sensitivity,Specificity,PPV,NPV,Runtime_Seconds
LogisticRegression,82.2558030845926,81.66666666666667,70.7976320299112,0.5919760443579034,0.9465648854961832,0.46938775510204084,0.8266666666666667,0.7666666666666667,0.20931458473205566
RandomForestClassifier,66.59136937217635,72.22222222222221,49.61832061068702,0.558740378414251,0.9923664122137404,0.0,0.7262569832402235,0.0,1.7418599128723145
AdaBoostClassifier,86.94500701043776,81.66666666666667,73.35254712572052,0.6391382209524341,0.916030534351145,0.5510204081632653,0.8450704225352113,0.7105263157894737,7.9285595417022705
GradientBoostingClassifier,87.27216077270604,83.88888888888889,74.2405359090201,0.4166409688356945,0.9541984732824428,0.5306122448979592,0.8445945945945946,0.8125,34.09328365325928
SGDClassifier,68.53871319520175,67.22222222222223,68.53871319520175,11.321043373887392,0.6564885496183206,0.7142857142857143,0.86,0.4375,0.16800594329833984
SVC,85.26250194734382,72.77777777777777,50.0,0.4187406778892483,1.0,0.0,0.7277777777777777,,2.1009609699249268
MLPClassifier,80.43308926624084,58.88888888888889,69.20081009503039,0.9939543355607864,0.46564885496183206,0.9183673469387755,0.9384615384615385,0.391304347826087,1.2885982990264893
KNeighborsClassifier,56.88580775821779,72.77777777777777,50.0,5.782876268314061,1.0,0.0,0.7277777777777777,,0.22876238822937012
LinearDiscriminantAnalysis,68.17261255647297,72.22222222222221,56.00560835021031,0.5955309298261957,0.916030534351145,0.20408163265306123,0.7547169811320755,0.47619047619047616,0.5815014839172363
QuadraticDiscriminantAnalysis,55.68624396323415,49.44444444444444,55.68624396323415,17.46127028853818,0.4198473282442748,0.6938775510204082,0.7857142857142857,0.3090909090909091,0.418133020401001
BaggingClassifier,86.25175260944073,82.22222222222221,77.56659915874747,0.9017708166029729,0.8778625954198473,0.673469387755102,0.8778625954198473,0.673469387755102,4.452561140060425
XGBClassifier,89.21950459573142,81.66666666666667,72.07508957781586,0.41622438719576976,0.9312977099236641,0.5102040816326531,0.8356164383561644,0.7352941176470589,2.166569471359253
