Algorithm,AUC_Percent,Accuracy_Percent,Balanced_Accuracy_Percent,Log_Loss,Sensitivity,Specificity,PPV,NPV,Runtime_Seconds
LogisticRegression,88.34709456301604,82.77777777777777,79.2257360959651,0.558529126981276,0.8702290076335878,0.7142857142857143,0.890625,0.6730769230769231,0.04526948928833008
RandomForestClassifier,86.44648699174327,77.22222222222223,59.44072285402711,0.4726946971998532,0.9847328244274809,0.20408163265306123,0.7678571428571429,0.8333333333333334,0.4668858051300049
AdaBoostClassifier,83.06589811497118,76.66666666666667,71.83361894376071,0.6441335376942854,0.8244274809160306,0.6122448979591837,0.8503937007874016,0.5660377358490566,0.4884519577026367
GradientBoostingClassifier,84.42124941579685,80.55555555555556,71.31173079918992,0.436887010429341,0.916030534351145,0.5102040816326531,0.8333333333333334,0.6944444444444444,1.6184096336364746
SGDClassifier,75.6504128368905,82.22222222222221,75.65041283689048,6.140226914650788,0.9007633587786259,0.6122448979591837,0.8613138686131386,0.6976744186046512,0.022243499755859375
SVC,88.18351768188192,78.88888888888889,61.863218569870696,0.3795990584349135,0.9923664122137404,0.24489795918367346,0.7784431137724551,0.9230769230769231,0.18406295776367188
MLPClassifier,86.07259697772237,80.55555555555556,73.22791712104689,0.49507372973770514,0.8931297709923665,0.5714285714285714,0.8478260869565217,0.6666666666666666,0.7097997665405273
KNeighborsClassifier,67.17557251908399,75.0,56.636547748870534,2.3100019386335986,0.9694656488549618,0.16326530612244897,0.7559523809523809,0.6666666666666666,0.04330158233642578
LinearDiscriminantAnalysis,88.79887832995793,80.0,78.59479669730487,0.4464520795025749,0.816793893129771,0.7551020408163265,0.8991596638655462,0.6065573770491803,0.08267712593078613
QuadraticDiscriminantAnalysis,50.0,72.77777777777777,50.0,9.402222463059019,1.0,0.0,0.7277777777777777,,0.08773946762084961
BaggingClassifier,86.47764449291166,83.88888888888889,79.98909487459106,0.3962162992164175,0.8854961832061069,0.7142857142857143,0.8923076923076924,0.7,0.2912437915802002
XGBClassifier,85.63639196136471,81.66666666666667,73.35254712572052,0.49666313859444117,0.916030534351145,0.5510204081632653,0.8450704225352113,0.7105263157894737,0.7646832466125488
