Algorithm,AUC_Percent,Accuracy_Percent,Balanced_Accuracy_Percent,Log_Loss,Sensitivity,Specificity,PPV,NPV,Runtime_Seconds
LogisticRegression,87.20984577036923,80.0,74.12369527963858,0.4090818078361939,0.8702290076335878,0.6122448979591837,0.8571428571428571,0.6382978723404256,0.03591036796569824
RandomForestClassifier,86.31406761177755,80.0,67.73640754011528,0.44087388473115935,0.9465648854961832,0.40816326530612246,0.8104575163398693,0.7407407407407407,0.4008786678314209
AdaBoostClassifier,85.48060445552267,81.66666666666667,74.63000467362517,0.6499444124344689,0.9007633587786259,0.5918367346938775,0.855072463768116,0.6904761904761905,0.2584238052368164
GradientBoostingClassifier,86.57111699641689,83.88888888888889,75.51799345692476,0.39189249049482894,0.9389312977099237,0.5714285714285714,0.8541666666666666,0.7777777777777778,0.6101317405700684
SGDClassifier,76.55398037077428,78.88888888888889,76.55398037077427,7.29151946114781,0.816793893129771,0.7142857142857143,0.8842975206611571,0.5932203389830508,0.0182955265045166
SVC,85.66754946253312,80.0,69.65259386197226,0.4116304580656114,0.9236641221374046,0.46938775510204084,0.8231292517006803,0.696969696969697,0.11608171463012695
MLPClassifier,85.12229319208599,78.88888888888889,73.99906527496495,0.5191416741782656,0.8473282442748091,0.6326530612244898,0.8604651162790697,0.6078431372549019,0.8287816047668457
KNeighborsClassifier,71.39741392740302,76.66666666666667,59.69777223866646,2.1041723403995647,0.9694656488549618,0.22448979591836735,0.7696969696969697,0.7333333333333333,0.05412173271179199
LinearDiscriminantAnalysis,84.90419068390716,81.11111111111111,76.16451160616919,0.46996894513359333,0.8702290076335878,0.6530612244897959,0.8702290076335878,0.6530612244897959,0.05387544631958008
QuadraticDiscriminantAnalysis,74.73905592771459,73.88888888888889,60.98301916186322,2.059493947900571,0.8931297709923665,0.32653061224489793,0.78,0.5333333333333333,0.04894232749938965
BaggingClassifier,85.81554759308302,83.33333333333334,79.60741548527808,1.0814040707886137,0.8778625954198473,0.7142857142857143,0.8914728682170543,0.6862745098039216,0.1636974811553955
XGBClassifier,86.89827075868514,82.77777777777777,74.7546346782988,0.4505998286829708,0.9236641221374046,0.5714285714285714,0.852112676056338,0.7368421052631579,0.11286425590515137
