Algorithm,AUC_Percent,Accuracy_Percent,Balanced_Accuracy_Percent,Log_Loss,Sensitivity,Specificity,PPV,NPV,Runtime_Seconds
LogisticRegression,79.32699797476242,73.88888888888889,63.53793425767253,0.6796068510208388,0.8625954198473282,0.40816326530612246,0.795774647887324,0.5263157894736842,0.056633949279785156
RandomForestClassifier,77.54323103287116,72.77777777777777,50.0,0.5282661903972368,1.0,0.0,0.7277777777777777,,0.8585460186004639
AdaBoostClassifier,82.10001557875057,74.44444444444444,70.94563016046114,0.6467174939961025,0.7862595419847328,0.6326530612244898,0.8512396694214877,0.5254237288135594,1.579209566116333
GradientBoostingClassifier,85.1378719426702,77.22222222222223,66.46673936750273,0.4379358264917187,0.9007633587786259,0.42857142857142855,0.8082191780821918,0.6176470588235294,6.513648748397827
SGDClassifier,59.46409097990342,72.77777777777777,59.58093160928494,9.406018316401108,0.8854961832061069,0.30612244897959184,0.7733333333333333,0.5,0.03658151626586914
SVC,81.6638105623929,72.77777777777777,50.0,0.46238904616123555,1.0,0.0,0.7277777777777777,,0.41400933265686035
MLPClassifier,77.55102040816327,75.55555555555556,71.07026016513475,0.540015939095917,0.8091603053435115,0.6122448979591837,0.848,0.5454545454545454,0.8905487060546875
KNeighborsClassifier,54.54899517058731,72.77777777777777,50.0,4.710409943872207,1.0,0.0,0.7277777777777777,,0.08422589302062988
LinearDiscriminantAnalysis,68.96712883626732,68.88888888888889,62.65773484966506,3.143291717860884,0.7633587786259542,0.4897959183673469,0.8,0.43636363636363634,0.34937381744384766
QuadraticDiscriminantAnalysis,50.342732512852464,41.66666666666667,50.34273251285247,20.147619563697898,0.31297709923664124,0.6938775510204082,0.7321428571428571,0.27419354838709675,0.16270923614501953
BaggingClassifier,86.6334319987537,83.88888888888889,78.7116373266864,0.729457464466483,0.9007633587786259,0.673469387755102,0.8805970149253731,0.717391304347826,1.204864263534546
XGBClassifier,85.2313444461754,78.88888888888889,69.52796385729864,0.4836979240538009,0.9007633587786259,0.4897959183673469,0.8251748251748252,0.6486486486486487,0.4847111701965332
