Algorithm,AUC_Percent,Accuracy_Percent,Balanced_Accuracy_Percent,Log_Loss,Sensitivity,Specificity,PPV,NPV,Runtime_Seconds
LogisticRegression,86.24396323414862,78.88888888888889,75.91525159682193,0.45879633217326554,0.8244274809160306,0.6938775510204082,0.8780487804878049,0.5964912280701754,0.037661075592041016
RandomForestClassifier,87.85636391961366,80.55555555555556,67.47935815547594,0.4356215673602997,0.9618320610687023,0.3877551020408163,0.8076923076923077,0.7916666666666666,0.3707389831542969
AdaBoostClassifier,83.28400062315004,79.44444444444444,75.65820221218257,0.6497641081182276,0.8396946564885496,0.673469387755102,0.873015873015873,0.6111111111111112,0.27779173851013184
GradientBoostingClassifier,86.05701822713819,81.66666666666667,72.71381835176818,0.4039096980139859,0.9236641221374046,0.5306122448979592,0.8402777777777778,0.7222222222222222,0.6949315071105957
SGDClassifier,72.7683439788129,75.55555555555556,71.70898893908708,8.074351683450242,0.8015267175572519,0.6326530612244898,0.8536585365853658,0.543859649122807,0.01809406280517578
SVC,85.18460819442281,80.0,70.29132263592459,0.42679083002108215,0.916030534351145,0.4897959183673469,0.8275862068965517,0.6857142857142857,0.11606431007385254
MLPClassifier,85.37155320143324,81.66666666666667,76.54619099548216,0.5424193497558308,0.8778625954198473,0.6530612244897959,0.8712121212121212,0.6666666666666666,0.6751687526702881
KNeighborsClassifier,66.9107337591525,72.77777777777777,58.30347406138028,1.4286683246992542,0.9007633587786259,0.2653061224489796,0.7662337662337663,0.5,0.03523612022399902
LinearDiscriminantAnalysis,85.99470322480137,78.88888888888889,76.55398037077427,0.4567250079323704,0.816793893129771,0.7142857142857143,0.8842975206611571,0.5932203389830508,0.09491825103759766
QuadraticDiscriminantAnalysis,73.19675961987848,71.66666666666667,54.98520018694501,3.363571246787425,0.916030534351145,0.1836734693877551,0.75,0.45,0.06047987937927246
BaggingClassifier,85.6519707119489,77.77777777777779,75.15189281819599,0.7413510322896943,0.8091603053435115,0.6938775510204082,0.8760330578512396,0.576271186440678,0.16393733024597168
XGBClassifier,85.2157656955912,80.55555555555556,74.50537466895155,0.49779655146602536,0.8778625954198473,0.6122448979591837,0.8582089552238806,0.6521739130434783,0.12772655487060547
