Algorithm,AUC_Percent,Accuracy_Percent,Balanced_Accuracy_Percent,Log_Loss,Sensitivity,Specificity,PPV,NPV,Runtime_Seconds
LogisticRegression,79.59183673469387,77.77777777777779,67.48714753076803,0.7047249519307578,0.9007633587786259,0.4489795918367347,0.8137931034482758,0.6285714285714286,0.0646975040435791
RandomForestClassifier,74.88705405826452,73.88888888888889,52.04081632653062,0.5329558645762035,1.0,0.04081632653061224,0.7359550561797753,1.0,0.8474724292755127
AdaBoostClassifier,81.1497117931142,76.66666666666667,72.47234771771305,0.6459306530139441,0.816793893129771,0.6326530612244898,0.856,0.5636363636363636,1.7587802410125732
GradientBoostingClassifier,88.90792958404735,82.22222222222221,73.7342265150335,0.3686547171021184,0.9236641221374046,0.5510204081632653,0.8461538461538461,0.7297297297297297,7.302319288253784
SGDClassifier,67.868826920081,78.33333333333333,67.868826920081,7.4834015522306485,0.9083969465648855,0.4489795918367347,0.815068493150685,0.6470588235294118,0.03807401657104492
SVC,84.1875681570338,73.88888888888889,52.04081632653062,0.43288492676105633,1.0,0.04081632653061224,0.7359550561797753,1.0,0.4446902275085449
MLPClassifier,77.30176039881601,76.66666666666667,71.19489016980837,0.6189674212285977,0.8320610687022901,0.5918367346938775,0.8449612403100775,0.5686274509803921,0.9275028705596924
KNeighborsClassifier,60.07945162797944,73.33333333333333,51.65913693721763,4.3256695922727575,0.9923664122137404,0.04081632653061224,0.7344632768361582,0.6666666666666666,0.08876633644104004
LinearDiscriminantAnalysis,78.53248169496806,76.66666666666667,72.47234771771305,1.8551842880241471,0.816793893129771,0.6326530612244898,0.856,0.5636363636363636,0.3465545177459717
QuadraticDiscriminantAnalysis,49.45474372955289,39.44444444444444,49.45474372955289,20.91514792802925,0.2748091603053435,0.7142857142857143,0.72,0.2692307692307692,0.19056034088134766
BaggingClassifier,82.45053746689516,81.66666666666667,77.82364854338681,0.9544480283963028,0.8625954198473282,0.6938775510204082,0.8828125,0.6538461538461539,1.1925435066223145
XGBClassifier,86.92942825985355,79.44444444444444,73.74201589032559,0.4340381689636464,0.8625954198473282,0.6122448979591837,0.8560606060606061,0.625,0.525928258895874
