Algorithm,AUC_Percent,Accuracy_Percent,Balanced_Accuracy_Percent,Log_Loss,Sensitivity,Specificity,PPV,NPV,Runtime_Seconds
LogisticRegression,84.88861193332293,80.55555555555556,75.14410344290387,0.521791530997604,0.8702290076335878,0.6326530612244898,0.8636363636363636,0.6458333333333334,0.04119992256164551
RandomForestClassifier,89.04034896401308,80.0,66.45894999221062,0.42822766893985464,0.9618320610687023,0.3673469387755102,0.802547770700637,0.782608695652174,0.4443230628967285
AdaBoostClassifier,84.2187256582022,78.88888888888889,72.72160772706029,0.6408499639843639,0.8625954198473282,0.5918367346938775,0.849624060150376,0.6170212765957447,0.3059811592102051
GradientBoostingClassifier,87.31889702445864,82.22222222222221,75.01168406293814,0.4093766823263265,0.9083969465648855,0.5918367346938775,0.8561151079136691,0.7073170731707317,0.8359313011169434
SGDClassifier,70.48605701822713,74.44444444444444,69.66817261255646,8.644607369523946,0.8015267175572519,0.5918367346938775,0.84,0.5272727272727272,0.025025129318237305
SVC,86.29848886119333,79.44444444444444,67.99345692475464,0.41751834570732765,0.9312977099236641,0.42857142857142855,0.8133333333333334,0.7,0.1508805751800537
MLPClassifier,84.6393519239757,80.55555555555556,72.58918834709456,0.5819663001493048,0.9007633587786259,0.5510204081632653,0.8428571428571429,0.675,0.8787355422973633
KNeighborsClassifier,60.66365477488706,75.0,57.914005296775194,2.708409299176331,0.9541984732824428,0.20408163265306123,0.7621951219512195,0.625,0.05204939842224121
LinearDiscriminantAnalysis,85.96354572363296,80.55555555555556,78.33774731266553,0.49419756477612015,0.8320610687022901,0.7346938775510204,0.8934426229508197,0.6206896551724138,0.05495929718017578
QuadraticDiscriminantAnalysis,68.3361894376071,73.33333333333333,52.29786571116997,5.445815092682748,0.9847328244274809,0.061224489795918366,0.7371428571428571,0.6,0.06227588653564453
BaggingClassifier,82.96463623617386,79.44444444444444,76.93565976008725,0.9600977718698163,0.8244274809160306,0.7142857142857143,0.8852459016393442,0.603448275862069,0.21271181106567383
XGBClassifier,86.77364075401151,81.66666666666667,76.54619099548216,0.4820754599148737,0.8778625954198473,0.6530612244897959,0.8712121212121212,0.6666666666666666,0.12420368194580078
