Algorithm,AUC_Percent,Accuracy_Percent,Balanced_Accuracy_Percent,Log_Loss,Sensitivity,Specificity,PPV,NPV,Runtime_Seconds
LogisticRegression,82.47390559277146,79.44444444444444,70.54837202056395,0.6850229697345982,0.9007633587786259,0.5102040816326531,0.8309859154929577,0.6578947368421053,0.0747060775756836
RandomForestClassifier,83.08147686555539,73.88888888888889,52.67954510048294,0.4935161209672723,0.9923664122137404,0.061224489795918366,0.7386363636363636,0.75,0.7891390323638916
AdaBoostClassifier,86.68016825050631,80.55555555555556,73.22791712104689,0.6350878972702434,0.8931297709923665,0.5714285714285714,0.8478260869565217,0.6666666666666666,1.7741436958312988
GradientBoostingClassifier,89.18834709456303,81.11111111111111,72.97086773640753,0.37898975823980313,0.9083969465648855,0.5510204081632653,0.8439716312056738,0.6923076923076923,7.284715414047241
SGDClassifier,65.31391182427168,78.33333333333333,65.3139118242717,7.4834015522306485,0.9389312977099237,0.3673469387755102,0.7987012987012987,0.6923076923076923,0.041344404220581055
SVC,85.46502570493845,77.22222222222223,58.801994080074785,0.42454806959164904,0.9923664122137404,0.1836734693877551,0.7647058823529411,0.9,0.4562075138092041
MLPClassifier,75.83735784390092,75.0,63.02383548839383,0.738243343873914,0.8931297709923665,0.3673469387755102,0.7905405405405406,0.5625,0.8710565567016602
KNeighborsClassifier,61.11543854182895,73.33333333333333,56.768967128836266,2.889624518514318,0.9312977099236641,0.20408163265306123,0.7577639751552795,0.5263157894736842,0.05814313888549805
LinearDiscriminantAnalysis,77.48870540582645,77.22222222222223,72.21529833307369,2.397570131178536,0.8320610687022901,0.6122448979591837,0.8515625,0.5769230769230769,0.3327291011810303
QuadraticDiscriminantAnalysis,51.63576881134133,36.11111111111111,51.63576881134133,22.06644047452627,0.17557251908396945,0.8571428571428571,0.7666666666666667,0.28,0.12135601043701172
BaggingClassifier,86.01807135067767,85.0,79.47499610531234,1.1013979919283858,0.916030534351145,0.673469387755102,0.8823529411764706,0.75,1.2243311405181885
XGBClassifier,87.77068079140052,82.22222222222221,76.28914161084282,0.44408470260063443,0.8931297709923665,0.6326530612244898,0.8666666666666667,0.6888888888888889,0.5629050731658936
