Algorithm,AUC_Percent,Accuracy_Percent,Balanced_Accuracy_Percent,Log_Loss,Sensitivity,Specificity,PPV,NPV,Runtime_Seconds
LogisticRegression,88.09783455366879,84.44444444444444,79.09331671599938,0.3801919079368693,0.9083969465648855,0.673469387755102,0.8814814814814815,0.7333333333333333,0.03812241554260254
RandomForestClassifier,86.29848886119333,83.33333333333334,74.49758529365944,0.41798575798593035,0.9389312977099237,0.5510204081632653,0.8482758620689655,0.7714285714285715,0.3043200969696045
AdaBoostClassifier,84.2187256582022,81.66666666666667,77.82364854338681,0.6575704714097681,0.8625954198473282,0.6938775510204082,0.8828125,0.6538461538461539,0.18078303337097168
GradientBoostingClassifier,84.1875681570338,80.0,72.20750895778158,0.4320519195233962,0.8931297709923665,0.5510204081632653,0.841726618705036,0.6585365853658537,0.2820858955383301
SGDClassifier,67.96229942358623,77.77777777777779,65.57096120891104,6.950671585064221,0.9236641221374046,0.3877551020408163,0.8013245033112583,0.6551724137931034,0.015191316604614258
SVC,82.48169496806355,77.22222222222223,67.10546814145506,0.450158344303697,0.8931297709923665,0.4489795918367347,0.8125,0.6111111111111112,0.08245444297790527
MLPClassifier,85.79217946720672,82.77777777777777,76.67082100015578,0.44830213974594574,0.9007633587786259,0.6326530612244898,0.8676470588235294,0.7045454545454546,0.7683095932006836
KNeighborsClassifier,66.87957625798411,65.55555555555556,49.5092693565976,1.6229194535467086,0.8473282442748091,0.14285714285714285,0.7254901960784313,0.25925925925925924,0.04944300651550293
LinearDiscriminantAnalysis,87.61489328555851,83.33333333333334,79.60741548527808,0.39068010124964775,0.8778625954198473,0.7142857142857143,0.8914728682170543,0.6862745098039216,0.02210712432861328
QuadraticDiscriminantAnalysis,78.2676429350366,74.44444444444444,66.47452874279483,1.182335613523056,0.8396946564885496,0.4897959183673469,0.8148148148148148,0.5333333333333333,0.020809650421142578
BaggingClassifier,82.00654307524536,76.11111111111111,70.17448200654309,0.781886274049374,0.8320610687022901,0.5714285714285714,0.8384615384615385,0.56,0.08298087120056152
XGBClassifier,83.6423118865867,82.77777777777777,74.7546346782988,0.5484280192528078,0.9236641221374046,0.5714285714285714,0.852112676056338,0.7368421052631579,0.08622336387634277
