Algorithm,AUC_Percent,Accuracy_Percent,Balanced_Accuracy_Percent,Log_Loss,Sensitivity,Specificity,PPV,NPV,Runtime_Seconds
LogisticRegression,85.49618320610686,77.77777777777779,69.40333385262502,0.4198105485242824,0.8778625954198473,0.5102040816326531,0.8273381294964028,0.6097560975609756,0.021413326263427734
RandomForestClassifier,85.36376382614114,79.44444444444444,69.90964324661162,0.4148861834104691,0.9083969465648855,0.4897959183673469,0.8263888888888888,0.6666666666666666,0.2850625514984131
AdaBoostClassifier,82.34927558809784,78.88888888888889,74.63779404891727,0.6574804125465253,0.8396946564885496,0.6530612244897959,0.8661417322834646,0.6037735849056604,0.16835737228393555
GradientBoostingClassifier,84.91976943449136,78.88888888888889,70.8054214052033,0.4397463779074269,0.8854961832061069,0.5306122448979592,0.8345323741007195,0.6341463414634146,0.22831034660339355
SGDClassifier,64.3324505374669,65.55555555555556,64.20003115750117,11.534094297690265,0.6717557251908397,0.6122448979591837,0.822429906542056,0.410958904109589,0.013914108276367188
SVC,83.00358311263437,80.55555555555556,73.86664589499922,0.44751239676583243,0.8854961832061069,0.5918367346938775,0.8529411764705882,0.6590909090909091,0.07640242576599121
MLPClassifier,85.0911356909176,78.88888888888889,72.72160772706029,0.4427782924052687,0.8625954198473282,0.5918367346938775,0.849624060150376,0.6170212765957447,0.5907831192016602
KNeighborsClassifier,78.01838292568937,77.77777777777779,68.76460507867269,1.3465031649644672,0.8854961832061069,0.4897959183673469,0.8226950354609929,0.6153846153846154,0.035324811935424805
LinearDiscriminantAnalysis,85.48060445552267,78.88888888888889,72.08287895310797,0.4183002763601532,0.8702290076335878,0.5714285714285714,0.8444444444444444,0.6222222222222222,0.015214204788208008
QuadraticDiscriminantAnalysis,84.53030066988627,80.55555555555556,78.33774731266553,0.5659309090284416,0.8320610687022901,0.7346938775510204,0.8934426229508197,0.6206896551724138,0.013856649398803711
BaggingClassifier,81.81959806823494,78.33333333333333,71.70119956379499,0.9482283539303283,0.8625954198473282,0.5714285714285714,0.8432835820895522,0.6086956521739131,0.06053590774536133
XGBClassifier,83.1749493690606,80.55555555555556,74.50537466895155,0.5899681251511639,0.8778625954198473,0.6122448979591837,0.8582089552238806,0.6521739130434783,0.11341309547424316
