Algorithm,AUC_Percent,Accuracy_Percent,Balanced_Accuracy_Percent,Log_Loss,Sensitivity,Specificity,PPV,NPV,Runtime_Seconds
LogisticRegression,85.200186945007,82.22222222222221,70.54058264527185,0.49552744615379607,0.9618320610687023,0.4489795918367347,0.8235294117647058,0.8148148148148148,0.133375883102417
RandomForestClassifier,77.23165602118709,72.77777777777777,50.0,0.5336052068759867,1.0,0.0,0.7277777777777777,,1.6352860927581787
AdaBoostClassifier,83.40863062782364,77.77777777777779,72.59697772238667,0.6409790418307059,0.8396946564885496,0.6122448979591837,0.8527131782945736,0.5882352941176471,7.295621633529663
GradientBoostingClassifier,87.41236952796385,81.11111111111111,72.3321389624552,0.41150804442951033,0.916030534351145,0.5306122448979592,0.8391608391608392,0.7027027027027027,31.608163833618164
SGDClassifier,72.49571584358934,68.33333333333333,72.49571584358934,10.937279191721716,0.6335877862595419,0.8163265306122449,0.9021739130434783,0.45454545454545453,0.11636519432067871
SVC,88.6275120735317,72.77777777777777,50.0,0.38114375396390393,1.0,0.0,0.7277777777777777,,1.9197890758514404
MLPClassifier,81.94422807290856,71.11111111111111,71.84919769434491,0.5675461433584118,0.7022900763358778,0.7346938775510204,0.8761904761904762,0.48,1.1021301746368408
KNeighborsClassifier,63.14067611777535,73.33333333333333,51.02040816326531,5.0206651969071245,1.0,0.02040816326530612,0.7318435754189944,1.0,0.14303898811340332
LinearDiscriminantAnalysis,59.10577971646674,67.22222222222223,55.76413771615516,0.8382441919181386,0.8091603053435115,0.30612244897959184,0.7571428571428571,0.375,0.4915471076965332
QuadraticDiscriminantAnalysis,49.94547437295528,46.666666666666664,49.94547437295529,18.420680743952364,0.42748091603053434,0.5714285714285714,0.7272727272727273,0.27184466019417475,0.34809303283691406
BaggingClassifier,85.09892506620969,81.11111111111111,78.7194267019785,0.9341649191530056,0.8396946564885496,0.7346938775510204,0.8943089430894309,0.631578947368421,4.671464204788208
XGBClassifier,86.22838448356441,83.33333333333334,77.05250038946876,0.4605644971609258,0.9083969465648855,0.6326530612244898,0.8686131386861314,0.7209302325581395,1.9878780841827393
