Algorithm,AUC_Percent,Accuracy_Percent,Balanced_Accuracy_Percent,Log_Loss,Sensitivity,Specificity,PPV,NPV,Runtime_Seconds
LogisticRegression,83.128213117308,82.22222222222221,71.8180401931765,0.5729055820713373,0.9465648854961832,0.4897959183673469,0.8322147651006712,0.7741935483870968,0.0591273307800293
RandomForestClassifier,75.55694033338527,73.88888888888889,52.04081632653062,0.5314050956308614,1.0,0.04081632653061224,0.7359550561797753,1.0,0.815650463104248
AdaBoostClassifier,83.82925689359713,76.66666666666667,69.91743262190371,0.6456290079430201,0.8473282442748091,0.5510204081632653,0.8345864661654135,0.574468085106383,1.603992223739624
GradientBoostingClassifier,84.77956067923354,79.44444444444444,69.90964324661162,0.45572224929369537,0.9083969465648855,0.4897959183673469,0.8263888888888888,0.6666666666666666,6.528104066848755
SGDClassifier,66.45894999221062,80.0,66.45894999221062,6.907755278982136,0.9618320610687023,0.3673469387755102,0.802547770700637,0.782608695652174,0.03607511520385742
SVC,87.71615516435581,72.77777777777777,50.0,0.39256947079303,1.0,0.0,0.7277777777777777,,0.4278111457824707
MLPClassifier,77.41081165290544,76.66666666666667,66.08505997818975,0.5412327532485877,0.8931297709923665,0.42857142857142855,0.8068965517241379,0.6,0.7204844951629639
KNeighborsClassifier,58.43589344134601,72.77777777777777,50.63872877395232,4.697490488193424,0.9923664122137404,0.02040816326530612,0.7303370786516854,0.5,0.05650830268859863
LinearDiscriminantAnalysis,66.06948122760555,65.55555555555556,62.92257360959651,3.8827381554916,0.6870229007633588,0.5714285714285714,0.8108108108108109,0.4057971014492754,0.30828261375427246
QuadraticDiscriminantAnalysis,47.0244586384172,40.55555555555556,47.0244586384172,20.53138374586357,0.3282442748091603,0.6122448979591837,0.6935483870967742,0.2542372881355932,0.13875699043273926
BaggingClassifier,80.7057174014644,80.0,75.40115282754323,1.3163517648317247,0.8549618320610687,0.6530612244897959,0.8682170542635659,0.6274509803921569,1.0377013683319092
XGBClassifier,86.33743573765383,82.77777777777777,74.7546346782988,0.4629104819040448,0.9236641221374046,0.5714285714285714,0.852112676056338,0.7368421052631579,0.5034472942352295
