Algorithm,AUC_Percent,Accuracy_Percent,Balanced_Accuracy_Percent,Log_Loss,Sensitivity,Specificity,PPV,NPV,Runtime_Seconds
LogisticRegression,81.39897180246145,77.77777777777779,71.95824894843433,0.6886092927778429,0.8473282442748091,0.5918367346938775,0.8473282442748091,0.5918367346938775,0.09742283821105957
RandomForestClassifier,84.74840317806512,75.55555555555556,55.74076959027886,0.4922113572491818,0.9923664122137404,0.12244897959183673,0.7514450867052023,0.8571428571428571,0.888369083404541
AdaBoostClassifier,89.71802461442593,85.55555555555556,82.41159059043464,0.6327765131332129,0.8931297709923665,0.7551020408163265,0.9069767441860465,0.7254901960784313,1.9253242015838623
GradientBoostingClassifier,88.1601495560056,81.11111111111111,71.05468141455056,0.4033542607285685,0.9312977099236641,0.4897959183673469,0.8299319727891157,0.7272727272727273,7.950204372406006
SGDClassifier,66.97304876148932,78.88888888888889,66.97304876148932,7.291519461147812,0.9312977099236641,0.40816326530612246,0.8079470198675497,0.6896551724137931,0.05908942222595215
SVC,84.56145817105468,76.66666666666667,58.4203146907618,0.4240232641874368,0.9847328244274809,0.1836734693877551,0.7633136094674556,0.8181818181818182,0.49187684059143066
MLPClassifier,78.61037544788908,73.88888888888889,68.64776444929117,0.6548186353101425,0.8015267175572519,0.5714285714285714,0.8333333333333334,0.5185185185185185,1.009159803390503
KNeighborsClassifier,63.7949836423119,76.66666666666667,60.97522978657112,3.3911613724993055,0.9541984732824428,0.2653061224489796,0.7763975155279503,0.6842105263157895,0.09028220176696777
LinearDiscriminantAnalysis,76.27356286025861,73.88888888888889,75.03505218881446,2.5150169349687195,0.7251908396946565,0.7755102040816326,0.8962264150943396,0.5135135135135135,0.3670659065246582
QuadraticDiscriminantAnalysis,54.027107026016516,48.888888888888886,54.02710702601651,17.653152379621016,0.42748091603053434,0.6530612244897959,0.7671232876712328,0.29906542056074764,0.17984986305236816
BaggingClassifier,83.81367814301295,81.11111111111111,74.2483252843122,0.9372727318103693,0.8931297709923665,0.5918367346938775,0.8540145985401459,0.6744186046511628,1.1789791584014893
XGBClassifier,89.28181959806824,82.22222222222221,76.28914161084282,0.4335973830844321,0.8931297709923665,0.6326530612244898,0.8666666666666667,0.6888888888888889,0.5729341506958008
