Algorithm,AUC_Percent,Accuracy_Percent,Balanced_Accuracy_Percent,Log_Loss,Sensitivity,Specificity,PPV,NPV,Runtime_Seconds
LogisticRegression,76.36703536376382,79.44444444444444,71.18710079451628,0.761031671001705,0.8931297709923665,0.5306122448979592,0.8357142857142857,0.65,0.060417890548706055
RandomForestClassifier,77.00576413771614,75.55555555555556,55.10204081632652,0.5242974019735593,1.0,0.10204081632653061,0.7485714285714286,1.0,0.82057785987854
AdaBoostClassifier,85.05997818974919,78.33333333333333,72.97865711169965,0.6399597375468565,0.8473282442748091,0.6122448979591837,0.8538461538461538,0.6,1.689157247543335
GradientBoostingClassifier,86.94500701043776,81.66666666666667,72.71381835176818,0.4073772802134614,0.9236641221374046,0.5306122448979592,0.8402777777777778,0.7222222222222222,6.941362142562866
SGDClassifier,64.42592304097211,76.11111111111111,64.42592304097211,8.250929916561997,0.9007633587786259,0.3877551020408163,0.7972972972972973,0.59375,0.038813114166259766
SVC,82.73874435270291,72.77777777777777,50.63872877395232,0.4522893540720465,0.9923664122137404,0.02040816326530612,0.7303370786516854,0.5,0.43646788597106934
MLPClassifier,74.12369527963857,74.44444444444444,69.66817261255646,0.6498897758373009,0.8015267175572519,0.5918367346938775,0.84,0.5272727272727272,0.8255295753479004
KNeighborsClassifier,60.25081788440567,72.77777777777777,50.63872877395232,3.958902472314091,0.9923664122137404,0.02040816326530612,0.7303370786516854,0.5,0.056791067123413086
LinearDiscriminantAnalysis,68.03240380121515,61.66666666666667,60.88954665835799,3.997333906151774,0.6259541984732825,0.5918367346938775,0.803921568627451,0.3717948717948718,0.24754786491394043
QuadraticDiscriminantAnalysis,52.63280884873034,45.0,52.63280884873033,18.996327017200876,0.35877862595419846,0.6938775510204082,0.7580645161290323,0.288135593220339,0.14913082122802734
BaggingClassifier,82.43495871631096,81.66666666666667,78.46237731733915,0.9570391871712828,0.8549618320610687,0.7142857142857143,0.8888888888888888,0.6481481481481481,1.0328142642974854
XGBClassifier,85.97912447421717,80.55555555555556,74.50537466895155,0.4743011006648885,0.8778625954198473,0.6122448979591837,0.8582089552238806,0.6521739130434783,0.5026853084564209
