Algorithm,AUC_Percent,Accuracy_Percent,Balanced_Accuracy_Percent,Log_Loss,Sensitivity,Specificity,PPV,NPV,Runtime_Seconds
LogisticRegression,87.52142078205327,80.0,77.31733914940023,0.46716071132903864,0.8320610687022901,0.7142857142857143,0.8861788617886179,0.6140350877192983,0.04243588447570801
RandomForestClassifier,88.26920081009503,83.33333333333334,71.94267019785013,0.4273432761929087,0.9694656488549618,0.46938775510204084,0.8300653594771242,0.8518518518518519,0.45042967796325684
AdaBoostClassifier,87.75510204081631,83.33333333333334,80.2461442592304,0.6353305094210203,0.8702290076335878,0.7346938775510204,0.8976377952755905,0.6792452830188679,0.32906365394592285
GradientBoostingClassifier,88.05109830191618,83.33333333333334,77.69122916342108,0.38532506836770875,0.9007633587786259,0.6530612244897959,0.8740740740740741,0.7111111111111111,0.9305353164672852
SGDClassifier,71.70119956379497,78.33333333333333,71.70119956379499,7.483401552230647,0.8625954198473282,0.5714285714285714,0.8432835820895522,0.6086956521739131,0.02120351791381836
SVC,87.53699953263747,80.55555555555556,70.67300202523758,0.3952229922452858,0.9236641221374046,0.4897959183673469,0.8287671232876712,0.7058823529411765,0.1647343635559082
MLPClassifier,85.41828945318586,77.77777777777779,71.95824894843433,0.568759173290024,0.8473282442748091,0.5918367346938775,0.8473282442748091,0.5918367346938775,0.8996617794036865
KNeighborsClassifier,64.18445240691698,72.77777777777777,58.9422028353326,2.155762189842523,0.8931297709923665,0.2857142857142857,0.7697368421052632,0.5,0.053508758544921875
LinearDiscriminantAnalysis,87.27216077270603,80.55555555555556,80.89266240847483,0.45387241221517516,0.8015267175572519,0.8163265306122449,0.9210526315789473,0.6060606060606061,0.058589935302734375
QuadraticDiscriminantAnalysis,54.47110141766631,71.11111111111111,48.854961832061065,8.126158097981882,0.9770992366412213,0.0,0.7231638418079096,0.0,0.06605124473571777
BaggingClassifier,84.89640130861504,80.55555555555556,76.42156099080853,0.923767939933486,0.8549618320610687,0.673469387755102,0.875,0.6346153846153846,0.2064037322998047
XGBClassifier,87.47468453030066,82.22222222222221,76.92787038479514,0.4915570066994405,0.8854961832061069,0.6530612244897959,0.8721804511278195,0.6808510638297872,0.9815957546234131
