Algorithm,AUC_Percent,Accuracy_Percent,Balanced_Accuracy_Percent,Log_Loss,Sensitivity,Specificity,PPV,NPV,Runtime_Seconds
LogisticRegression,79.90341174637794,78.33333333333333,72.97865711169965,0.8811168833008006,0.8473282442748091,0.6122448979591837,0.8538461538461538,0.6,0.0658414363861084
RandomForestClassifier,88.44835644181336,77.77777777777779,60.461131017292416,0.46104581833116964,0.9847328244274809,0.22448979591836735,0.7724550898203593,0.8461538461538461,0.5845184326171875
AdaBoostClassifier,88.39383081476866,81.11111111111111,74.88705405826452,0.6437399297920414,0.8854961832061069,0.6122448979591837,0.8592592592592593,0.6666666666666666,0.7006039619445801
GradientBoostingClassifier,88.23804330892662,81.66666666666667,74.63000467362517,0.3970737506038391,0.9007633587786259,0.5918367346938775,0.855072463768116,0.6904761904761905,2.5666122436523438
SGDClassifier,67.49493690606013,75.0,67.49493690606013,8.634694098727671,0.8396946564885496,0.5102040816326531,0.8208955223880597,0.5434782608695652,0.030439138412475586
SVC,85.27808069792803,78.33333333333333,62.75899672846237,0.41488790779448675,0.9694656488549618,0.2857142857142857,0.7839506172839507,0.7777777777777778,0.25245189666748047
MLPClassifier,77.47312665524225,76.11111111111111,70.81321078049541,0.7201896578334448,0.8244274809160306,0.5918367346938775,0.84375,0.5576923076923077,1.0107510089874268
KNeighborsClassifier,66.24863685932387,75.0,56.636547748870534,2.4917720355844923,0.9694656488549618,0.16326530612244897,0.7559523809523809,0.6666666666666666,0.06287527084350586
LinearDiscriminantAnalysis,80.7758217790933,75.0,71.32730954977411,1.4025181052179945,0.7938931297709924,0.6326530612244898,0.8524590163934426,0.5344827586206896,0.13086867332458496
QuadraticDiscriminantAnalysis,50.0,72.77777777777777,50.0,9.402222463059019,1.0,0.0,0.7277777777777777,,0.10223603248596191
BaggingClassifier,88.32372643713974,84.44444444444444,79.7320454899517,0.8956010861989335,0.9007633587786259,0.6938775510204082,0.8872180451127819,0.723404255319149,0.439896821975708
XGBClassifier,88.39383081476866,81.66666666666667,74.63000467362517,0.464134181727867,0.9007633587786259,0.5918367346938775,0.855072463768116,0.6904761904761905,0.23425960540771484
