Algorithm,AUC_Percent,Accuracy_Percent,Balanced_Accuracy_Percent,Log_Loss,Sensitivity,Specificity,PPV,NPV,Runtime_Seconds
LogisticRegression,82.2402243340084,80.0,71.56878018382926,0.6831637547827601,0.9007633587786259,0.5306122448979592,0.8368794326241135,0.6666666666666666,0.06647992134094238
RandomForestClassifier,87.78625954198472,79.44444444444444,63.522355507088335,0.4563773954072337,0.9847328244274809,0.2857142857142857,0.7865853658536586,0.875,0.5852699279785156
AdaBoostClassifier,84.7328244274809,80.55555555555556,73.86664589499922,0.6400568123650966,0.8854961832061069,0.5918367346938775,0.8529411764705882,0.6590909090909091,0.6650567054748535
GradientBoostingClassifier,88.73656332762113,81.66666666666667,72.71381835176818,0.3756521001527231,0.9236641221374046,0.5306122448979592,0.8402777777777778,0.7222222222222222,2.3991599082946777
SGDClassifier,66.97304876148932,78.88888888888889,66.97304876148932,7.291519461147812,0.9312977099236641,0.40816326530612246,0.8079470198675497,0.6896551724137931,0.030095577239990234
SVC,87.00732201277457,80.0,65.8202212182583,0.39904402931590605,0.9694656488549618,0.3469387755102041,0.7987421383647799,0.8095238095238095,0.2414846420288086
MLPClassifier,77.87817417043154,76.11111111111111,65.06465181492445,0.6785567051040633,0.8931297709923665,0.40816326530612246,0.8013698630136986,0.5882352941176471,0.8759489059448242
KNeighborsClassifier,63.89624552110921,75.0,55.35909020096588,3.2242889357561366,0.9847328244274809,0.12244897959183673,0.75,0.75,0.062374114990234375
LinearDiscriminantAnalysis,81.95980682349276,75.0,72.60476709767876,0.9455691977589175,0.7786259541984732,0.673469387755102,0.864406779661017,0.532258064516129,0.12592267990112305
QuadraticDiscriminantAnalysis,50.0,72.77777777777777,50.0,9.402222463059019,1.0,0.0,0.7277777777777777,,0.10142016410827637
BaggingClassifier,84.27325128524691,79.44444444444444,75.01947343823025,0.9439921538375098,0.8473282442748091,0.6530612244897959,0.8671875,0.6153846153846154,0.42838096618652344
XGBClassifier,88.93908708521577,82.77777777777777,77.3095497741081,0.43490251407909253,0.8931297709923665,0.6530612244897959,0.8731343283582089,0.6956521739130435,0.22221922874450684
