Algorithm,AUC_Percent,Accuracy_Percent,Balanced_Accuracy_Percent,Log_Loss,Sensitivity,Specificity,PPV,NPV,Runtime_Seconds
LogisticRegression,84.87303318273874,77.77777777777779,71.319520174482,0.6642479819906993,0.8549618320610687,0.5714285714285714,0.8421052631578947,0.5957446808510638,0.0504453182220459
RandomForestClassifier,84.90419068390715,76.66666666666667,58.4203146907618,0.4781518529057411,0.9847328244274809,0.1836734693877551,0.7633136094674556,0.8181818181818182,0.5343589782714844
AdaBoostClassifier,84.99766318741237,82.22222222222221,76.28914161084282,0.6404388580905362,0.8931297709923665,0.6326530612244898,0.8666666666666667,0.6888888888888889,0.669558048248291
GradientBoostingClassifier,87.39679077737965,80.55555555555556,70.67300202523758,0.3974071461755715,0.9236641221374046,0.4897959183673469,0.8287671232876712,0.7058823529411765,2.4301931858062744
SGDClassifier,68.50755569403333,78.33333333333333,68.50755569403334,7.4834015522306485,0.9007633587786259,0.46938775510204084,0.8194444444444444,0.6388888888888888,0.022729873657226562
SVC,87.52142078205327,80.0,64.54276367035364,0.38465492688400393,0.9847328244274809,0.30612244897959184,0.7914110429447853,0.8823529411764706,0.22240614891052246
MLPClassifier,83.33073687490263,78.88888888888889,68.8892350833463,0.5435752845727626,0.9083969465648855,0.46938775510204084,0.8206896551724138,0.6571428571428571,0.6263556480407715
KNeighborsClassifier,62.79794360492288,73.88888888888889,54.595731422339924,2.69158255086533,0.9694656488549618,0.12244897959183673,0.7470588235294118,0.6,0.04131770133972168
LinearDiscriminantAnalysis,82.50506309393987,76.66666666666667,74.38853403957002,1.1920120962727292,0.7938931297709924,0.6938775510204082,0.8739495798319328,0.5573770491803278,0.12294507026672363
QuadraticDiscriminantAnalysis,50.0,72.77777777777777,50.0,9.402222463059019,1.0,0.0,0.7277777777777777,,0.09226369857788086
BaggingClassifier,84.21093628291013,78.88888888888889,74.63779404891727,0.7629460945640091,0.8396946564885496,0.6530612244897959,0.8661417322834646,0.6037735849056604,0.46122312545776367
XGBClassifier,88.75214207820532,84.44444444444444,77.81585916809473,0.4030776543589228,0.9236641221374046,0.6326530612244898,0.8705035971223022,0.7560975609756098,0.22465896606445312
