Algorithm,AUC_Percent,Accuracy_Percent,Balanced_Accuracy_Percent,Log_Loss,Sensitivity,Specificity,PPV,NPV,Runtime_Seconds
LogisticRegression,86.0102819753856,80.55555555555556,73.22791712104689,0.4112374779545385,0.8931297709923665,0.5714285714285714,0.8478260869565217,0.6666666666666666,0.02973628044128418
RandomForestClassifier,84.1564106558654,78.88888888888889,67.61177753544165,0.42348215753385804,0.9236641221374046,0.42857142857142855,0.8120805369127517,0.6774193548387096,0.303602933883667
AdaBoostClassifier,81.02508178844057,79.44444444444444,73.10328711637327,0.6576751602485713,0.8702290076335878,0.5918367346938775,0.8507462686567164,0.6304347826086957,0.1828315258026123
GradientBoostingClassifier,82.95684686088175,79.44444444444444,69.90964324661162,0.47382306797291474,0.9083969465648855,0.4897959183673469,0.8263888888888888,0.6666666666666666,0.28663182258605957
SGDClassifier,72.99423586228384,81.11111111111111,72.3321389624552,6.355559435821947,0.916030534351145,0.5306122448979592,0.8391608391608392,0.7027027027027027,0.014725446701049805
SVC,84.25767253466272,80.55555555555556,73.22791712104689,0.4246617623349484,0.8931297709923665,0.5714285714285714,0.8478260869565217,0.6666666666666666,0.08199119567871094
MLPClassifier,85.43386820377005,80.0,74.12369527963858,0.47268298695914346,0.8702290076335878,0.6122448979591837,0.8571428571428571,0.6382978723404256,0.7640602588653564
KNeighborsClassifier,75.65041283689048,74.44444444444444,64.55834242093785,1.551704429377656,0.8625954198473282,0.42857142857142855,0.8014184397163121,0.5384615384615384,0.049695491790771484
LinearDiscriminantAnalysis,85.93238822246457,82.22222222222221,76.28914161084282,0.40595530792089496,0.8931297709923665,0.6326530612244898,0.8666666666666667,0.6888888888888889,0.02257513999938965
QuadraticDiscriminantAnalysis,84.98208443682816,80.55555555555556,76.42156099080853,0.5955202556783903,0.8549618320610687,0.673469387755102,0.875,0.6346153846153846,0.020578384399414062
BaggingClassifier,81.31328867424833,77.22222222222223,70.93784078516903,1.312172858407486,0.8473282442748091,0.5714285714285714,0.8409090909090909,0.5833333333333334,0.08354663848876953
XGBClassifier,82.03770057641377,78.88888888888889,71.44415017915563,0.6521096102192839,0.8778625954198473,0.5510204081632653,0.8394160583941606,0.627906976744186,0.08467936515808105
