Algorithm,AUC_Percent,Accuracy_Percent,Balanced_Accuracy_Percent,Log_Loss,Sensitivity,Specificity,PPV,NPV,Runtime_Seconds
LogisticRegression,82.59853559744509,77.22222222222223,70.2991120112167,0.830023864419987,0.8549618320610687,0.5510204081632653,0.835820895522388,0.5869565217391305,0.05412864685058594
RandomForestClassifier,86.99174326219038,76.66666666666667,57.14285714285714,0.4787211257885008,1.0,0.14285714285714285,0.7572254335260116,1.0,0.5425834655761719
AdaBoostClassifier,84.24988315937063,78.33333333333333,68.50755569403334,0.6409963581175799,0.9007633587786259,0.46938775510204084,0.8194444444444444,0.6388888888888888,0.544165849685669
GradientBoostingClassifier,86.72690450225892,81.66666666666667,72.71381835176818,0.4203281706223821,0.9236641221374046,0.5306122448979592,0.8402777777777778,0.7222222222222222,1.882683515548706
SGDClassifier,68.8892350833463,78.88888888888889,68.8892350833463,7.291519461147812,0.9083969465648855,0.46938775510204084,0.8206896551724138,0.6571428571428571,0.027403831481933594
SVC,89.18834709456303,81.66666666666667,68.24271693410189,0.36317269456226037,0.9770992366412213,0.3877551020408163,0.810126582278481,0.8636363636363636,0.2330765724182129
MLPClassifier,82.33369683751363,81.66666666666667,75.2687334475775,0.5453501252422405,0.8931297709923665,0.6122448979591837,0.8602941176470589,0.6818181818181818,0.9719045162200928
KNeighborsClassifier,66.32653061224491,71.11111111111111,50.13241937996573,2.8624285286277362,0.9618320610687023,0.04081632653061224,0.7283236994219653,0.2857142857142857,0.0583643913269043
LinearDiscriminantAnalysis,84.98208443682817,77.22222222222223,72.21529833307369,0.7407709861437703,0.8320610687022901,0.6122448979591837,0.8515625,0.5769230769230769,0.14238619804382324
QuadraticDiscriminantAnalysis,50.0,72.77777777777777,50.0,9.402222463059019,1.0,0.0,0.7277777777777777,,0.09316611289978027
BaggingClassifier,84.34335566287585,78.33333333333333,76.17230098146128,0.5966354014596301,0.8091603053435115,0.7142857142857143,0.8833333333333333,0.5833333333333334,0.3474910259246826
XGBClassifier,84.09409565352858,77.77777777777779,71.319520174482,0.5257298854523671,0.8549618320610687,0.5714285714285714,0.8421052631578947,0.5957446808510638,0.20128607749938965
